-	genebook|voltage-gated_calcium_channel_genes	genebook|nmdar	genebook|arc	genebook|synaptic_vesicle	genebook|pre-synapse	genebook|pre-synaptic_active_zone	Weingarten_2014|pre-synapse	Boyken_2013|synaptic_vesicle_docking
ENSG00000179941	-2.6132668533816115	-1.8603713538482403	-1.0422868855873746	-2.3775925488762337	-2.3341792377092703	-1.900821686184173	-2.0423747277671063	-0.22915651545984309
ENSG00000187109	-2.8483282539710353	1.014076031144829	1.0887804778148715	0.45852906538325283	0.8801867472748224	1.6052407737796899	0.5610531119611606	3.4584621285464854
ENSG00000212228	-1.1044668149046704	-0.6371141485228162	-1.3018774574823375	-1.234714355752458	-0.9131264574647034	-0.3627394486192613	-0.8165882929046187	0.1899041018531186
ENSG00000146414	0.007099631770189282	2.6112396598795655	0.746894295122232	2.660845530582108	2.5675539639828506	2.3853806982284134	2.132889637039002	1.9187122986115042
ENSG00000139289	1.4047195594420452	8.750954469911044	5.410604363559497	8.81955081326656	8.829643922272426	7.7135966260405295	8.343988282381813	5.804618633831238
ENSG00000111615	-2.9173060676059395	1.0460807392003273	-0.4962803673935622	2.1398386330291594	2.1613567199537393	2.160342512009768	2.7824885374574837	4.522172697825827
ENSG00000139278	-1.4956849970667923	1.0306630468757174	-0.6579724895206561	0.9600406912526621	1.2166023252907558	0.9706544473730017	0.9203098337563556	1.5072722496210793
ENSG00000166006	6.016396708256763	11.37309841065755	7.450791491662517	10.95007076464297	10.758001546411409	9.49914429380823	9.430301678186972	7.271526554985393
ENSG00000118496	-5.469458823214581	0.5338329225633612	-0.5037854559750882	-0.09815861846192367	0.09532569434161745	0.35295479776717625	-0.6548180714370119	-0.512754005189741
ENSG00000253719	1.1792277046298376	5.823311282295564	2.9868386177155766	7.1392272376707195	7.5244047341683435	7.069036648641615	7.507323536378518	5.7948903778589145
ENSG00000112425	4.9165236586428795	8.005985773385783	4.965754136678456	8.852428197599629	8.47474073186836	7.615590635026129	8.332481546073472	6.853149598599046
ENSG00000072657	1.2441390885530494	3.02185552032729	2.520217566091683	3.101937002355041	2.8407687466600073	2.273304989134746	1.9392402526639703	-0.03913620948413977
ENSG00000139287	0.41029350541460724	-0.5017216234759153	2.9102572173000567	-1.0214164140470086	-0.8802958238264491	-0.2990841794928833	-0.8632185517100522	-3.1598284687848515
ENSG00000121749	-4.768770193158193	-1.2182076717525618	-0.7424445873567258	-1.3382739327447797	-0.6447072206684328	-0.04020490087481944	-0.9818313813258969	0.8619698133836543
ENSG00000080371	2.180541170663023	4.430578684305774	2.1908364611563647	5.107326625639873	4.977661228678243	4.281782635848608	4.80111297382573	3.0203402402274038
ENSG00000139291	-0.4737132154310322	1.7887695864044226	1.473180421189433	2.028760318820083	1.718658060871582	1.330476868796705	1.5753266202867422	1.4516473121628408
ENSG00000173451	-3.83377196992106	-2.1171609534803855	-1.849732693119423	-2.609473140598404	-2.2708452236411785	-1.8386000218215472	-1.5304398732131694	0.37424637253086634
ENSG00000133858	-2.0245974045548962	-1.1887325758248184	-3.2233700727978865	-2.4877264635120078	-2.5489715646679407	-2.2720656485684305	-2.4901656023556273	-1.1844660512546552
ENSG00000139292	1.699398216225817	3.5834022037760156	2.6971764788165915	2.9819929930071183	2.5030193070243745	1.7576626261165855	1.953957753030433	1.184620308704384
ENSG00000153233	7.670675090086216	4.629358571609578	1.2267053866386557	7.591961672835876	6.981729610569105	5.701398166953811	8.002971763743574	4.047181964786942
ENSG00000126953	0.47580391042121906	0.6481210630793371	2.1878326902406	0.9613253156247051	1.010766658880902	0.9224618195799498	1.2269582837746542	1.1738375279444626
ENSG00000127329	-3.6853539687621852	-0.7641127249147146	-1.604281209124779	-1.5936730275039883	-1.6886991915245475	-2.512569469344418	-2.5882956502938814	-3.980514885283315
ENSG00000135643	4.0655969848173745	3.9475628082825427	3.684850436676305	4.502353378534022	4.0446548399245925	3.502753008727098	3.1733128601775125	-0.3655759321523726
ENSG00000111596	-0.5553002851210527	2.410035851155117	0.98142817250071	3.4304468497359544	3.2150151182339606	3.1847172486554474	2.9729195604615675	2.5682424819016427
ENSG00000258052	2.6698945901350357	1.2223875484779612	0.015737835199485517	3.9274240545020223	3.844279756781165	3.6326220446786026	5.183321578463376	4.379458666402045
ENSG00000127325	4.388748071263688	2.815721054374222	-0.9372830858680095	3.089029422324962	2.984859238087391	2.571403973985859	3.1346606311762257	1.4658124036162317
ENSG00000198812	2.672010084736188	0.28204009028898963	-0.48495901432504906	1.5081126055266796	1.4413171936901348	1.2082296274057804	1.3068215201165436	0.10938653886955418
ENSG00000166226	-0.9047952971640605	2.726847371511832	0.9502987219293726	4.376670282517277	4.592481385574098	4.075483416661948	4.5557699490362555	4.98394923030733
ENSG00000166225	1.3264592916726086	1.77363669529046	2.18702837272459	1.0184601295327145	0.8924889259316195	0.5398242198888265	0.3849115874969734	-0.41433911687937097
ENSG00000127337	-1.817803410032115	0.5654252017928428	-0.10874420171088502	2.854199851163375	3.364825313583981	3.4924102213459	3.595923437519385	4.713829301075135
ENSG00000111605	-0.49263573741372724	-0.3010637770720403	-2.0283718721824417	-0.7886249114253623	-0.7236355596755896	-0.546979825155544	-0.9021067714742561	-0.49687321777320126
ENSG00000135678	-3.4758206301968286	-2.9588020920188036	-2.7139467459492703	-3.969721250353398	-3.9274921867156207	-3.7135545488221107	-3.8315395872168403	-0.8198095297186749
ENSG00000135679	-0.484253875922302	-0.25612641838495087	-1.0704226380077824	-1.501669945727087	-2.013520019806723	-1.8019259416850146	-2.0669452407779163	-0.5807967003203139
ENSG00000175782	1.6229635640713085	0.7307466943804389	1.5608032881778908	2.4796841868044504	2.373563102567225	2.0444955449347755	1.1590340494960314	0.7702059567950784
ENSG00000111581	-2.8447510243240948	-0.549591369876248	-1.8767858284472638	-1.3632152801475286	-1.6578986835387877	-1.2321601047351236	-1.7794695288236475	0.9517005463276129
ENSG00000127314	-4.171132101634295	1.9624934932229605	1.1182781526734662	2.7080904465590736	2.781204578818893	2.093142416342075	2.4070588941199205	2.276458209232495
ENSG00000111554	-8.110496540547658	-9.183127867450425	-6.1189586827179445	-13.930992031692755	-14.077157844333613	-11.895530282489684	-13.287167809481339	-4.349617641993085
ENSG00000127318	5.188277674451752	3.4319294106511276	1.1251242873357343	5.579770992792343	5.379774210138595	4.76067126754777	5.42018432328668	2.7461453047492124
ENSG00000127334	-7.4236023101199855	-6.6317918109224445	-4.625092866236516	-8.839144125409963	-8.773239628209193	-7.891816110650222	-7.972877414902839	-2.461749682891337
ENSG00000111530	3.66903273316152	5.773787477735096	4.263992344000178	6.9357185765797595	6.182871168536815	5.005227746224941	5.1039528429538255	4.576565843166647
ENSG00000155974	6.255891973351508	11.716193857453193	6.859190741046084	11.260991610464814	10.91317990755009	9.697722768374021	9.548166490044217	7.068104501286522
ENSG00000127311	-2.9743238369302833	-3.5231009555316044	-0.5007526408165097	-4.01695170752205	-4.265757367369559	-3.4903492095293167	-4.5167934727151255	-2.2785539103937387
ENSG00000090376	-2.7721428296786588	-0.3229681015226459	0.9727709219078203	0.5032434294439565	0.168316859423913	-0.15006620105117696	-0.38285115693629607	-1.04906537171685
ENSG00000228144	-3.886255003846788	-1.1337188025399854	1.2992828660282196	0.6820800308941471	1.3232903218479615	1.8513720737142283	2.0676282173036036	3.640756471695644
ENSG00000139233	-2.3339178430414433	1.0352166019746079	0.8500264618584826	3.373351604711882	3.4823850537944088	2.967869468299062	3.6980170955750493	3.9176350523730044
ENSG00000149948	0.8994307593396004	2.7836627011298094	2.2948232450319037	2.4044692264097116	2.3572415277175103	1.7167739087994236	2.374439090930906	1.6999332819822057
ENSG00000174099	-4.269414683390796	-0.8302309144780818	-0.5218878930646949	-1.419133891820232	-1.5154443278279839	-2.2454911909990303	-2.173254404010517	-4.384471861408426
ENSG00000174106	0.08544574182926744	-0.14003769446677722	0.3114364378223008	-0.7038605920619715	-1.193359302240149	-1.3292197464262885	-1.5587552559143523	-0.3818001847020941
ENSG00000156076	-1.7595729591435596	-1.1724658675841955	-0.33811518463208723	-0.9878156409606326	-1.2239797974175164	-1.4751498058286086	-1.0592668293924652	-1.7911031458830304
ENSG00000111490	-1.552836782099627	-0.5144506322571525	0.13399698477372954	-2.20315205239993	-2.6292427990219993	-2.764996130558345	-2.698738476830324	1.1677883924214778
ENSG00000135677	-0.9040239859730616	1.7963035608938396	1.6712624888228325	2.718438728099935	2.5246357845406195	1.9371694958644798	2.016454366186286	2.366501726479949
ENSG00000153179	-5.084972017808253	-1.3072415604702048	-1.5456628775900574	-1.6152871456627151	-1.642733835223896	-2.334409008221409	-2.0288961437754813	-2.4966858666987326
ENSG00000183735	-0.7980673393153338	2.7724434578169608	0.12695877883338022	2.6468148217815357	2.401172491394222	1.8676496167633712	2.2787403060332063	2.365990203268424
ENSG00000184575	0.5754438844961368	3.0013394405065084	2.502053351796624	3.486811374520711	3.124091537510315	1.9731353454149412	2.7225524208660605	2.114235298335635
ENSG00000174206	0.10110537359436975	2.14558629419446	0.5687618776902383	1.9729122439496936	2.0583740514918327	1.6958757463073595	2.3249555628472627	2.269369698218964
ENSG00000196935	0.9639457893502502	4.599430052903042	2.908107548392526	4.684920528366523	4.467875486016378	3.6017353470196953	3.3149909003456197	2.2123698568312973
ENSG00000118600	-1.4319569791095201	4.3696022457729855	1.8122270477720979	5.680623045511407	5.885973904203642	5.17617098406546	5.541580647174644	5.143306958448407
ENSG00000166148	0.04714070820055669	1.1639572505373046	-0.768249726522382	1.6315284488280335	1.0660125567924914	0.25172600895143415	1.1696035049355875	1.1654488284515319
ENSG00000111110	3.6313954858303155	2.9034258947412632	2.1604130198444795	3.433793967564828	3.605479871686264	2.881328713972207	3.184120306098319	2.313656531854404
ENSG00000061987	0.43970174224765907	3.1477816868536097	2.773272446176689	3.51699574917446	3.2039991903833425	2.3696684939190718	1.8495300221004076	0.9561206872311522
ENSG00000135655	-3.6376817532526027	1.460434824632225	-0.881445981272125	1.5265734295077782	2.0433597606898104	1.7250073027013908	1.8320419381680166	2.4309130808361497
ENSG00000198673	3.11585261310705	8.914614061540231	4.806035844372466	8.552027550632767	8.311191689051954	7.619313613430108	6.961187951991819	4.884098451324941
ENSG00000152818	-0.4036445816935745	5.391982771060327	4.095028068211692	5.2380776659572135	5.451418082552818	4.663393154062633	4.718402012505735	2.304937713392524
ENSG00000118596	1.8436636486586617	2.4251072539673637	2.074683988196389	3.8522879503809278	4.148289748606549	4.116204430645968	3.5242206538960374	1.9267934656529686
ENSG00000139263	-0.5744960433181544	-1.1323271247201574	1.5565575882573968	-0.5760674256207354	-1.2036998652375233	-1.5466237476809002	-1.567199573770939	-3.282990417915313
ENSG00000166896	0.7651145650309849	3.2140227079990913	1.7920390581936414	6.639334740241194	6.709578949842291	6.117287881465408	6.370921827048584	4.866330529067794
ENSG00000175215	1.8620627368452298	-0.5439520001956287	1.3908746025047172	-0.16454933881361505	-0.7250382835743835	-1.486264915618733	-0.6624653412088873	-1.907617328705793
ENSG00000135407	-0.7557151574692025	-0.9170243306776493	1.0127074659172106	0.21754501029130865	0.3433428091117783	-0.025200264895042596	0.44881321178350136	0.653576069519732
ENSG00000123297	-1.4835141941727499	4.067818699417963	1.453887349822451	5.363916085554421	5.708954828192033	5.130134363519654	5.453397607790656	5.9354257377285204
ENSG00000037897	0.05032208124051759	2.292565559570881	1.3523872001850448	3.3050277235769174	3.3640468015250886	2.8266475008430367	2.784713412366318	2.8807898499429454
ENSG00000139266	6.405613348343823	7.20961343450019	5.5704429757383505	7.697253572094212	7.337465040747553	6.257570932239704	6.685889992596086	4.550981275084471
ENSG00000135446	-0.31584360296159186	4.596627063027545	2.348402950992671	7.409741726428499	7.344588638454152	6.239733593409123	7.093406942183368	4.011903876268339
ENSG00000135452	-2.1662671912268676	1.387738753420794	2.0898364201072774	3.728198526355534	4.017346020790868	3.957491745612913	4.367366320746086	4.651993689485655
ENSG00000135439	5.73701188959737	12.268238482708071	7.243867345356448	11.91880107765342	11.302996598146557	9.647654777001549	9.709111649038691	5.927231895611838
