-	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	KEGG_ASTHMA	KEGG_VIRAL_MYOCARDITIS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
ENSG00000008300	-0.740032581966691	0.736286607668831	-0.0277989480970425	0.535110626771946
ENSG00000008311	1.2181734237448	-0.618075443589508	0.291695756646819	0.675432658863934
ENSG00000008323	1.06832884808504	-0.442966435112943	-1.24301450610594	-0.834883035999412
ENSG00000008324	0.136199542835835	0.544119344218751	-1.27836577664362	0.423064155722689
ENSG00000008382	0.56477400356889	-0.0297178328077088	-0.934836480574162	1.85859803465585
ENSG00000008394	3.33483557565905	-0.458503904168339	-0.873770110513303	0.928835297433087
ENSG00000008405	0.292921495706077	-1.00787059392598	-1.90794011034535	-0.218972350289609
ENSG00000008438	-0.797189045382248	2.77346136946356	-0.712729352527935	-0.681799334897632
ENSG00000008441	-0.0232259243171508	0.428738784598062	0.45617414262735	-0.142060304227128
ENSG00000008513	0.0455027346825892	0.0102583398847344	-0.920716306162728	-1.02126876630596
ENSG00000008516	-0.516392319076908	2.57434357794302	0.16227991578906	-1.22311378281721
ENSG00000008517	-0.645214603859528	1.78028956843996	4.05282130849621	-0.00200195188359521
ENSG00000008710	-0.33460664655667	0.508200696147472	-0.276581703371212	-0.108012256282123
ENSG00000008735	0.24508248623963	-0.0324347683339443	-0.761015728436603	0.376249640320411
ENSG00000008838	-0.290744440850605	-0.595661411866052	0.0723142159663305	-1.60980136237054
ENSG00000008853	-0.0217346427857608	-1.08543724532433	-0.233564040712452	-0.55397523891617
ENSG00000008869	-0.32725921400566	-0.193398703710056	0.253250984442937	0.49454029916838
ENSG00000008952	-0.41672869033432	-0.343891921063792	-0.200418952105484	0.904765875562323
ENSG00000008988	-0.207448677967773	-0.360033814315578	-0.530779436619932	-0.452295415384201
ENSG00000009307	0.37844389978138	-0.310809353679223	0.545814443184557	-0.583642205273794
ENSG00000009335	-0.321442386227531	0.0659304245772031	-1.82250596404262	0.44549154147053
ENSG00000009413	-0.832477066540783	-0.91955030250995	1.46010240910951	0.864976073756709
ENSG00000009694	-1.16204111540372	-1.01337623651061	0.549525422396912	-0.710763015074045
ENSG00000009709	0.624604565531326	0.290632015216899	1.10283355191781	-0.103809353641301
ENSG00000009724	4.93637604942185	-0.5723872597747	-0.0102638414369614	1.34729026950313
ENSG00000009765	3.3679686743095	0.342901380510465	0.0285616880429045	2.29337010150115
ENSG00000009780	-0.446569236592378	0.235439761765018	0.0238718382060831	-0.814672673640397
ENSG00000009790	-0.506915574699642	0.725379337215158	2.16698263325583	0.198416165169738
ENSG00000009830	0.924039638134232	-0.548704490621941	-0.892917252453419	-0.24474216223412
ENSG00000009844	-0.0321734906695183	-1.08320150773351	-1.00610599047729	-0.877646499429573
ENSG00000009950	1.57164861423111	-0.209088222977692	0.118690872012681	1.93599226583357
ENSG00000009954	-0.206708497598321	-0.500883653953999	0.065825518733117	0.35617227842727
ENSG00000010017	0.0597570128824435	-0.188901105873232	-0.201489796881592	-0.335681505761026
ENSG00000010030	-0.197114075871137	2.72400072264859	1.51508102242935	-1.9167678084561
ENSG00000010072	-0.22949504199246	0.934445855410637	0.237694316326738	-1.29027225283695
ENSG00000010165	0.00681305238917383	0.300922582362436	-1.05612734221714	-0.986707397912881
ENSG00000010219	0.267854508345593	0.442776723279644	-0.801796279412152	0.14243189605577
ENSG00000010244	-0.773256626815735	-0.938222015377162	-0.673586411895584	-0.644823595052032
ENSG00000010256	0.241129158684293	-0.217901346205419	0.334207160078276	0.942802446111002
ENSG00000010270	-0.055839471902928	0.0403732860964917	1.2560433579139	-0.916206732772787
ENSG00000010278	0.291496015688093	-0.220522407660105	0.00133448690360584	-0.966692901749349
ENSG00000010282	-1.13648704361205	-1.04679969368698	2.35276207890145	-0.518190770909154
ENSG00000010292	-0.942894766904808	-0.800136882886325	-0.843204251547005	-0.862697411871212
ENSG00000010295	-0.881110706508345	0.03914072011076	1.6658665842745	-0.154412970286766
ENSG00000010310	-0.193991542264105	0.401657483597721	-0.416986168680143	0.297883055114233
ENSG00000010318	0.376259444772792	0.626189950328261	-0.556535718522814	-0.536216462719385
ENSG00000010319	-0.902780106918888	-1.0316528747763	0.0129380853048369	0.252317799157449
ENSG00000010322	-0.889691600538325	-0.777403303553221	-0.0107558252417542	-0.764563688667188
ENSG00000010327	-0.526908363665695	1.53795344605182	0.55128526208857	-0.562569952562225
ENSG00000010361	-0.44561175597845	0.295448604329446	-0.219761244785272	-0.582906693757071
ENSG00000010379	1.61030690115896	1.19713282683297	-1.00353943163816	0.997891586608416
ENSG00000010404	0.293023472143988	-0.695867288792287	0.31405627914254	-1.46621692386917
ENSG00000010438	1.00150280823454	-1.50309488794621	-1.01179141323807	-0.910739440290385
ENSG00000010539	-0.548914566978732	-1.6191986978597	-0.960700189664353	-0.620216146890131
ENSG00000010610	0.245271354004441	4.71367194325221	2.81721448446618	-0.330585742516814
ENSG00000010626	1.12999423849316	0.51651893867214	0.0317909536283463	1.54411858871371
ENSG00000010671	-0.527944314714027	2.7806488140451	1.27205037904447	-0.156960712036444
ENSG00000010704	1.28804125778955	1.79443754911925	1.07387151247839	1.80970800339629
ENSG00000010803	0.102717697685599	0.0882866975208896	-1.16186366981385	0.417357480843797
ENSG00000010810	-0.811389798419858	-0.6595108569516	0.593925338571261	-1.17646511088855
ENSG00000010818	-1.59332145614835	-1.36741364068275	-0.00694967222691452	-1.48951515016786
ENSG00000010932	3.06945713632047	0.971190262437233	0.355974920493265	1.9003208851627
ENSG00000011007	-0.41728183617483	0.288071919278807	0.066485441704291	0.0752582824608734
ENSG00000011009	-1.83516919926944	-0.470240029386814	-0.0529715323769383	-1.48942769888415
ENSG00000011021	-0.823034944900545	-0.0973850008356067	0.683565385230339	-1.48823921370029
ENSG00000011028	-0.359575472809084	0.683449951150562	0.0206578401368618	-0.973814451225545
ENSG00000011083	-0.577487864524957	1.84908627792756	0.0574014141454945	0.551615402976012
ENSG00000011105	-0.74398059186073	-0.555167725494794	0.895633493620762	-1.52380810371866
ENSG00000011114	0.951289112855576	-0.0465062415029214	0.270497815427591	-0.0782316840786907
ENSG00000011132	-1.36751380835452	0.148551513235272	-0.549519629077246	0.22796226664632
ENSG00000011143	0.373351982627742	0.666015985377189	-0.750957388811043	1.28287508482045
ENSG00000011198	0.695553190035003	-0.0463483353749635	-1.24410037151724	1.30441571720301
ENSG00000011201	0.0728869215439106	-0.65049169362952	0.2724430232215	-2.71603777357706
ENSG00000011243	-0.146657395230415	-1.20720668405086	-0.627045500935542	0.0582633564288883
ENSG00000011258	-0.496230365012068	0.0853137028359731	0.607758443576913	-0.659622837936403
ENSG00000011260	-0.0135023820197008	-0.128732938680169	-0.582218815321685	-0.0705351260431812
ENSG00000011275	-1.75155103403681	-1.30351407969264	-0.634786767981619	-0.52936868123499
ENSG00000011295	0.21688136194374	-0.0814465224980219	0.0870627281942949	0.787458320853866
ENSG00000011304	-0.769181599920441	-1.28432434217906	0.160538063933727	-0.446356315107057
ENSG00000011332	-0.202864654071311	-0.601523750790418	-0.294794430331889	0.987033791228112
ENSG00000011347	-0.127687678651318	-0.00802723341141285	1.06396187329157	-0.329309312705983
ENSG00000011376	-0.886199421105231	-0.834715796960325	0.616645690591409	-1.31632378437696
ENSG00000011405	-0.588765108740753	-2.48998539667674	-1.57748786491246	-0.454631633951424
ENSG00000011422	-1.0865615811691	1.34444097879285	-0.0298123035979807	-0.258456970320497
ENSG00000011426	-0.708409152733653	-0.700592566512076	-0.407593611515516	-0.576309735908049
ENSG00000011451	0.057072553050776	-0.525417035072203	0.0827548474899654	-0.64987278788576
ENSG00000011454	-1.07809903299456	-1.05023105683601	-0.478978210612036	-2.84179744683722
ENSG00000011465	1.35008427392784	0.033909948483693	0.450176657311494	-0.520904250489172
ENSG00000011478	-1.10655617341235	-0.256209930933704	0.305837328807567	-0.0913295097957205
ENSG00000011485	-0.342591511905093	-0.912939384282451	0.379433315034301	-0.852104582265685
ENSG00000011523	-1.07578230561616	-0.342942490267632	0.320691873659208	0.163416243845757
ENSG00000011566	-0.976435836236228	-0.451929755340814	-0.968720998430864	-0.360223144965559
ENSG00000011590	-0.536868737400094	3.85675212484749	0.367274080532994	-2.14310358824475
ENSG00000011600	-0.0677094042200036	4.26150192452087	3.04287682535185	0.166181841428944
ENSG00000011638	0.901763750653267	1.16916003719061	0.462796812948296	-1.17022980939033
ENSG00000011677	0.424513896601654	-0.118211093435908	0.284757000570191	0.356156075462469
ENSG00000012048	-0.49244326686248	-0.588894359634783	-0.441953202625845	-0.310035978908599
ENSG00000012061	0.407371250945505	0.834384984913741	-0.887720410696569	0.176940831607855
ENSG00000012124	-0.403579300674198	1.46368118659326	2.06553905009483	-0.10703094746575
ENSG00000012171	-0.605266445408657	0.984357953752081	1.74846838000312	0.238921146658178
ENSG00000012174	-1.2594655355363	-0.842311045785035	0.188749631337646	-0.716977727051454
ENSG00000012211	-0.584259542807007	0.0378920436483099	-0.973617240708415	-1.3486217089269
ENSG00000012223	0.124564801303308	2.10806829312153	-0.296458992082154	-1.46238748449661
ENSG00000012232	-1.93126184468108	-1.39720095244014	-0.644757995927569	-1.81573357845707
ENSG00000012504	3.07707084471823	0.0394295413207386	-1.12753658345869	4.54154806846367
ENSG00000012660	-0.758489449561909	0.202853596188128	0.570461842097893	0.840467237172777
ENSG00000012779	0.0814353205583309	5.54518696144932	1.56688482923397	-1.60688218319886
ENSG00000012817	-0.0727674182033889	-0.125757860940691	0.058866563639384	-0.213299113197322
